date,state,notes
2020-04-27,MT,"Houve redução no número de casos em Cuiabá, de 127 do boletim anterior para 126 no atual. O boletim explica que 4 casos notificados anteriormente em Cuiabá (não menciona as datas das notificações) são residentes em outros municípios, sendo 2 casos em Poconé e 2 no Rio de Janeiro. Devido ao fato de a correção não vir acompanhada de data, os dados não foram alterados nos boletins anteriores. O município de Sinop teve 1 caso removido dos boletins de 26/04 e 25/04, ficando com 19 casos. Essa informação foi alterada nos dados anteriores."
2020-04-27,PA,
2020-04-27,PB,
2020-04-27,PE,Dados obtidos do csv do painel. Atualizada com os municípios divulgados no dia seguinte.
2020-04-27,PE,Base de dados da Secretaria de Planejamento. A Secretaria de Saúde deixou de divulgar a localização de casos leves.
2020-04-27,PI,
2020-04-27,PI,Atualizado até as 22h
2020-04-27,PR,"CSV agora está publicado também, mas dados de Importados/Indefinidos constam somente no PDF"
2020-04-27,RJ,
2020-04-27,RN,Dados do dia 27 publicados dia 28
2020-04-27,RN,Dados do dia 27 publicados dia 28
2020-04-27,RO,
2020-04-27,RR,
2020-04-27,RS,
2020-04-27,SC,
2020-04-27,SE,
2020-04-27,SP,EStado nao informou casos de outros Estados ou países
2020-04-27,TO,
2020-04-26,AC,
2020-04-26,AL,http://www.saude.al.gov.br/wp-content/uploads/2020/04/ERRATA-Informe-COVID-19-nº-51-26-DE-ABRIL-16h57.pdf
2020-04-26,AM,
2020-04-26,AP,
2020-04-26,BA,http://www.saude.ba.gov.br/wp-content/uploads/2020/04/BOLETIM_ELETRONICO_26-04-2020.pdf
2020-04-26,CE,"https://github.com/luiseduardobr1/covid19-Ceara/blob/master/integraSUS_Municipios_CE/municipios_2020-04-26_23_38_38.csv e https://github.com/luiseduardobr1/covid19-Ceara/blob/master/boletins/integrasus-26_04_2020.pdf | Embora a SESA tenha mudado diversas vezes a metodologia de inclusão ou não dos casos importados, na edição de hoje contabilizaram DOIS casos de SP, os quais foram inseridos no campo importados. "
2020-04-26,DF,
2020-04-26,ES,Dados obtidos do csv do painel.
2020-04-26,GO,
2020-04-26,GO,
2020-04-26,MA,
2020-04-26,MG,
2020-04-26,MS,
2020-04-26,MT,Número de casos de Sinop foi alterado em boletim do dia 27/04 para 19 casos.
2020-04-26,PA,
2020-04-26,PB,
2020-04-26,PE,Dados obtidos do csv do painel. Atualizada com os municípios divulgados no dia seguinte.
2020-04-26,PI,
2020-04-26,PI,
2020-04-26,PR,
2020-04-26,RJ,
2020-04-26,RJ,
2020-04-26,RN,Dados do dia 26 publicados no dia 27
2020-04-26,RN,Dados do dia 26 publicados no dia 27
2020-04-26,RO,
2020-04-26,RR,
2020-04-26,RS,
2020-04-26,SC,
2020-04-26,SE,
2020-04-26,SP,
2020-04-26,TO,
2020-04-25,AC,
2020-04-25,AL,http://www.saude.al.gov.br/wp-content/uploads/2020/04/Informe-COVID-19-nº-50-25-DE-ABRIL-14h59.pdf
2020-04-25,AM,
2020-04-25,AP,
2020-04-25,BA,http://www.saude.ba.gov.br/wp-content/uploads/2020/04/BOLETIM_ELETRONICO_25-04-2020.pdf
2020-04-25,CE,"https://github.com/luiseduardobr1/covid19-Ceara/blob/master/integraSUS_Municipios_CE/municipios_2020-04-25_20_05_44.csv e https://github.com/luiseduardobr1/covid19-Ceara/blob/master/boletins/integrasus-25_04_2020.pdf | Embora a SESA tenha mudado diversas vezes a metodoligia de inclusão ou não dos casos importados, na edição de hoje contabilizaram um caso de SP. Então este caso foi inserido no campo importados. "
2020-04-25,DF,Soma dos casos de residentes no DF (946) com os casos não residentes (52) e sem informação (12) é inconsistente com o total de casos (1020) neste boletim.
2020-04-25,ES,Dados obtidos do csv do painel.
2020-04-25,GO,
2020-04-25,GO,
2020-04-25,MA,
2020-04-25,MG,
2020-04-25,MS,
2020-04-25,MT,Número de casos de Sinop foi alterado em boletim do dia 27/04 para 19 casos.
2020-04-25,PA,
2020-04-25,PB,
2020-04-25,PI,
2020-04-25,PR,"Após investigação do CIEVS/DAV/SESA, três casos confirmados em 13/4 que constavam como residentes de Curitiba tiveram os registros transferidos para Fazenda Rio Grande."
2020-04-25,RJ,
2020-04-25,RJ,"Petrópolis tinha 9 mortes ontem, hoje está com somente 8 mortes."
2020-04-25,RN,Dados do dia 25 publicados no dia 26.
2020-04-25,RN,Dados do dia 25 publicados no dia 26.
2020-04-25,RO,
2020-04-25,RR,
2020-04-25,RS,
2020-04-25,SC,
2020-04-25,SE,
2020-04-25,SP,
2020-04-25,TO,
2020-04-24,AC,"Dados da matéria e do boletim são divergentes, usamos o dado do boletim."
2020-04-24,AL,http://www.saude.al.gov.br/wp-content/uploads/2020/04/Informe-COVID-19-nº-49-24-DE-ABRIL-16h45.pdf
2020-04-24,AP,
2020-04-24,BA,http://www.saude.ba.gov.br/wp-content/uploads/2020/04/BOLETIM_ELETRONICO_24-04-2020.pdf
2020-04-24,CE,"https://github.com/luiseduardobr1/covid19-Ceara/blob/master/boletins/integrasus-24_04_2020.pdf e https://github.com/luiseduardobr1/covid19-Ceara/blob/master/integraSUS_Municipios_CE/municipios_2020-04-24_18_54_20.csv | Embora a SESA tenha mudado diversas vezes a metodoligia de inclusão ou não dos casos importados, na edição de hoje contabilizaram um caso de SP. Então este caso foi inserido no campo importados. "
2020-04-24,DF,
2020-04-24,ES,"Boletim de 24/04 (atualizado após 19h)
Dados obtidos do csv do painel em 24/4/20."
2020-04-24,ES,Boletim de 24/04 (atualizado após 19h)
2020-04-24,GO,
2020-04-24,GO,
2020-04-24,MA,
2020-04-24,MG,"Município de Piedade dos Gerais não aparece neste boletim, apesar de ter 1 caso registrado nos boletins anteriores. Município de Centralina apresentou redução de 2 para 1 caso em relação ao boletim anterior, reduzindo também o único óbito que havia sido registrado. Boletim não informa motivos das alterações. Dados mantidos conforme a informação oficial."
2020-04-24,MS,
2020-04-24,MT,"Município de Jaciara apresentou redução no número de casos, de 2 no boletim anterior para 1 no atual, por duplicidade de registro, conforme informação oficial. Desse modo, o número de casos foi corrigido no boletim de 23/04"
2020-04-24,PA,
2020-04-24,PB,
2020-04-24,PI,
2020-04-24,PR,
2020-04-24,RJ,
2020-04-24,RJ,
2020-04-24,RN,Boletim com dados do dia 24 (publicado dia 25)
2020-04-24,RO,
2020-04-24,RR,
2020-04-24,RS,
2020-04-24,SC,
2020-04-24,SE,
2020-04-24,SP,
2020-04-24,TO,
2020-04-23,AC,
2020-04-23,AL,http://www.saude.al.gov.br/wp-content/uploads/2020/04/Informe-COVID-19-nº-48-23-DE-ABRIL-17h39.pdf
2020-04-23,AM,
2020-04-23,AP,
2020-04-23,BA,"=HYPERLINK(""http://www.saude.ba.gov.br/wp-content/uploads/2020/04/boletimEpidemiogicoCovid-19_nº28_23-04-2020_final.pdf"",""http://www.saude.ba.gov.br/wp-content/uploads/2020/04/boletimEpidemiogicoCovid-19_nº28_23-04-2020_final.pdf"")"
2020-04-23,CE,"https://github.com/luiseduardobr1/covid19-Ceara/blob/master/boletins/integrasus-23_04_2020.pdf e https://github.com/luiseduardobr1/covid19-Ceara/blob/master/integraSUS_Municipios_CE/municipios_2020-04-23_18_35_43.csv  | Embora a SESA tenha mudado diversas vezes a metodoligia de inclusão ou não dos casos importados, na edição de hoje contabilizaram um caso de SP. Então este caso foi inserido no campo importados. "
2020-04-23,DF,
2020-04-23,ES,dados extraídos do csv do painel
2020-04-23,GO,
2020-04-23,MA,
2020-04-23,MG,"Municípios de Mariana, Governador Valadares, Goianá e Formiga apresentaram redução no número de casos em relação ao boletim anterior. O município de Curvelo não aparece neste boletim, apesar de terem registrado 1 caso confirmado no boletim anterior. Boletim não informa motivos das alterações. Dados mantidos conforme a informação oficial."
2020-04-23,MS,
2020-04-23,MT,"Município de Jaciara havia sido apontado erroneamente com 2 casos (caso em duplicidade), que foi corrigida no boletim seguinte, no dia 24/04 e atualizada neste boletim."
2020-04-23,PA,
2020-04-23,PB,
2020-04-23,PE,
2020-04-23,PI,
2020-04-23,PR,"O boletim em PDF apresenta dados diferentes do CSV. Os dados no PDF estão agora em imagem, não mais tabela. Nesta atualização foi considerado o boletim em PDF, visto que seus dados são mais coerentes com os dados históricos."
2020-04-23,RJ,
2020-04-23,RN,Boletim com dados do dia 23 (publicado dia 24)
2020-04-23,RO,Não foi publicado boletim no dia 22. Correção no morador de Pimenta Bueno -> Porto Velho
2020-04-23,RR,
2020-04-23,RS,
2020-04-23,SC,
2020-04-23,SE,
2020-04-23,SP,
2020-04-23,TO,
2020-04-22,AC,
2020-04-22,AL,http://www.saude.al.gov.br/wp-content/uploads/2020/04/Informe-COVID-19-nº-47-22-DE-ABRIL-13h39.pdf
2020-04-22,AM,
2020-04-22,AP,
2020-04-22,AP,
2020-04-22,BA,"=HYPERLINK(""http://www.saude.ba.gov.br/wp-content/uploads/2020/04/boletimEpidemiogicoCovid-19_nº27_22-04-2020.pdf"",""http://www.saude.ba.gov.br/wp-content/uploads/2020/04/boletimEpidemiogicoCovid-19_nº27_22-04-2020.pdf"")"
2020-04-22,CE,https://github.com/luiseduardobr1/covid19-Ceara/blob/master/boletins/integrasus-22_04_2020.pdf e https://github.com/luiseduardobr1/covid19-Ceara/blob/master/integraSUS_Municipios_CE/municipios_2020-04-22_21_20_27.csv
2020-04-22,DF,
2020-04-22,ES,dados extraídos do csv do painel
2020-04-22,GO,
2020-04-22,MA,
2020-04-22,MG,"Municípios de Matias Barbosa, Vespasiano e Viçosa não aparecem neste boletim, apesar de terem registrado casos confirmados em datas anteriores. Boletim não informa motivos das alterações. Dados mantidos conforme a informação oficial."
2020-04-22,MS,
2020-04-22,MT,
2020-04-22,PA,"A partir de 22/4, passamos a usar os dados do dash."
2020-04-22,PB,
2020-04-22,PE,
2020-04-22,PI,
2020-04-22,PR,"Tamboara passou de 1 caso para 0 no PDF mas no CSV está correto, possivelmente será corrigido no PDF em breve."
2020-04-22,RJ,OK
2020-04-22,RN,Boletim com dados do dia 22 (publicado dia 23)
2020-04-22,RR,
2020-04-22,RS,
2020-04-22,SC,
2020-04-22,SE,
2020-04-22,SP,
2020-04-22,TO,
2020-04-21,AC,
2020-04-21,AL,http://www.saude.al.gov.br/wp-content/uploads/2020/04/Informe-COVID-19-nº-46-21-DE-ABRIL-13h53.pdf
2020-04-21,AM,
2020-04-21,AP,
2020-04-21,AP,
2020-04-21,BA,http://www.saude.ba.gov.br/wp-content/uploads/2020/04/boletimEpidemiogicoCovid-19_n%C2%BA26_21-04-2020.pdf
2020-04-21,CE,https://github.com/luiseduardobr1/covid19-Ceara/blob/master/boletins/integrasus-21_04_2020.pdf e https://github.com/luiseduardobr1/covid19-Ceara/blob/master/integraSUS_Municipios_CE/municipios_2020-04-21_17_21_22.csv
2020-04-21,DF,
2020-04-21,ES,dados extraídos do csv do painel
2020-04-21,GO,
2020-04-21,MA,
2020-04-21,MG,
2020-04-21,MS,
2020-04-21,MT,
2020-04-21,PA,3 novos óbitos
2020-04-21,PA,"124 novos casos, com município"
2020-04-21,PB,
2020-04-21,PE,
2020-04-21,PI,
2020-04-21,PI,
2020-04-21,PR,"Após investigação pela 17ª RS Londrina, cinco casos confirmados por laboratório privado de residentes do município de Londrina foram descartados. Toledo e Tupassi passaram de 1 caso para 0 no PDF mas no CSV estão corretos, possivelmente será corrigido no PDF em breve."
2020-04-21,RJ,Total  mortes no boletim está 461 mas totalizei 459
2020-04-21,RN,Boletim com dados do dia 21 (publicado dia 22)
2020-04-21,RO,"No boletim menciona erro de duplicidade em Ji-Paraná, por isso a diminuição de casos naquela cidade."
2020-04-21,RR,
2020-04-21,RS,
2020-04-21,SC,
2020-04-21,SE,
2020-04-21,SP,
2020-04-21,TO,
2020-04-20,AC,
2020-04-20,AC,Informações complementares https://agencia.ac.gov.br/wp-content/uploads/2020/04/BOLETIM_COVID-19_ACRE_31_20.04.2020-1.pdf
2020-04-20,AL,http://www.saude.al.gov.br/wp-content/uploads/2020/04/Informe-COVID-19-nº-45-20-DE-ABRIL.pdf
2020-04-20,AM,
2020-04-20,AP,
2020-04-20,BA,http://www.saude.ba.gov.br/wp-content/uploads/2020/04/boletimEpidemiogicoCovid-19_n%C2%BA25_20-04-2020.pdf
2020-04-20,CE,https://github.com/luiseduardobr1/covid19-Ceara/blob/master/boletins/integrasus-20_04_2020.pdf e https://github.com/luiseduardobr1/covid19-Ceara/blob/master/integraSUS_Municipios_CE/municipios_2020-04-20_18_26_31.csv
2020-04-20,DF,
2020-04-20,ES,dados extraídos do csv do painel
2020-04-20,MA,
2020-04-20,MG,"Municípios de Vespaziano e Viçosa não aparecem neste boletim, apesar de cada uma dessas cidades ter registrado 1 caso no boletim de 19/04. O boletim não informa o motivo dessa alteração. Dado do boletim anterior mantido conforme informação oficial. "
2020-04-20,MS,
2020-04-20,MT,
2020-04-20,PA,"217 novos casos, totalizando 902 no estado"
2020-04-20,PB,
2020-04-20,PE,
2020-04-20,PI,
2020-04-20,PR,
2020-04-20,RJ,"OK (Caso Sumidouro ""reapareceu"")"
2020-04-20,RN,Boletim com dados do dia 20 (publicado dia 21). Casos confirmados são do dia 19 
2020-04-20,RO,
2020-04-20,RR,
2020-04-20,RS,
2020-04-20,SC,
2020-04-20,SE,
2020-04-20,SP,
2020-04-20,TO,
2020-04-19,AC,
2020-04-19,AL,http://www.saude.al.gov.br/wp-content/uploads/2020/04/Informe-COVID-19-nº-44-19-DE-ABRIL.pdf
2020-04-19,AM,
2020-04-19,AP,
2020-04-19,BA,
2020-04-19,BA,"=HYPERLINK(""http://www.saude.ba.gov.br/wp-content/uploads/2020/04/boletimEpidemiogicoCovid-19_nº24_19-04-2020.pdf"",""http://www.saude.ba.gov.br/wp-content/uploads/2020/04/boletimEpidemiogicoCovid-19_nº24_19-04-2020.pdf"")"
2020-04-19,CE,https://github.com/luiseduardobr1/covid19-Ceara/blob/master/boletins/integrasus-19_04_2020.pdf e https://github.com/luiseduardobr1/covid19-Ceara/blob/master/integraSUS_Municipios_CE/municipios_2020-04-19_19_56_14.csv
2020-04-19,DF,
2020-04-19,ES,dados extraídos do csv do painel
2020-04-19,GO,
2020-04-19,MA,
2020-04-19,MG,
2020-04-19,MS,
2020-04-19,MT,
2020-04-19,PA,1 óbito
2020-04-19,PA,44 novos casos
2020-04-19,PA,Totalização do dia
2020-04-19,PB,
2020-04-19,PE,
2020-04-19,PI,
2020-04-19,PI,
2020-04-19,PR,Santa Isabel do Ivaí passou de 1 caso para 0 sem justificativa.
2020-04-19,RJ,"importados/indefinidos que estava totalizando 1 hoje veio zerado | Sumidouro ontem tinha 1 caso confirmado, hoje não apareceu no boletim"
2020-04-19,RN,Boletim com dados do dia 19 (publicado dia 20). Baixa no caso de Baraúna por erro de notificação; Natal recebeu um caso que antes estava em São Gonçalo do Amarante; um óbito em Mossoró descartado. 
2020-04-19,RO,
2020-04-19,RR,
2020-04-19,RS,
2020-04-19,SC,
2020-04-19,SE,
2020-04-19,SE,saiu novo boletim 21:40
2020-04-19,SP,
2020-04-19,TO,
2020-04-18,AC,
2020-04-18,AC,Boletim suplementar
2020-04-18,AL,http://www.saude.al.gov.br/wp-content/uploads/2020/04/Informe-COVID-19-nº-43-18-DE-ABRIL-16h45.pdf
2020-04-18,AM,
2020-04-18,AP,
2020-04-18,AP,
2020-04-18,BA,http://www.saude.ba.gov.br/wp-content/uploads/2020/04/boletimEpidemiogicoCovid-19_n%C2%BA23_18-04-2020-1.pdf
2020-04-18,BA,atualização sobre 40º óbito
2020-04-18,CE,https://github.com/luiseduardobr1/covid19-Ceara/blob/master/boletins/integrasus-18_04_2020.pdf e https://github.com/luiseduardobr1/covid19-Ceara/blob/master/integraSUS_Municipios_CE/municipios_2020-04-18_19_20_07.csv
2020-04-18,DF,
2020-04-18,ES,dados extraídos do csv do painel
2020-04-18,GO,
2020-04-18,MA,
2020-04-18,MG,"Boletim registra duas filas referentes à cidade de Coromandel (uma com a grafia equivocada ""Coromandeu""). Somamos os dois casos em uma única fila."
2020-04-18,MS,
2020-04-18,MT,
2020-04-18,PA,1 óbito
2020-04-18,PA,"14 novos casos, com município"
2020-04-18,PB,
2020-04-18,PE,
2020-04-18,PI,
2020-04-18,PI,
2020-04-18,PR,
2020-04-18,RJ,OK
2020-04-18,RN,Boletim com dados do dia 18 (publicado dia 19)
2020-04-18,RO,
2020-04-18,RR,
2020-04-18,RS,
2020-04-18,SC,
2020-04-18,SE,
2020-04-18,SP,
2020-04-18,TO,
2020-04-17,AC,
2020-04-17,AL,http://www.saude.al.gov.br/wp-content/uploads/2020/04/Informe-COVID-19-nº-42-17-DE-ABRIL-15h-07.pdf
2020-04-17,AM,
2020-04-17,AP,
2020-04-17,AP,
2020-04-17,BA,"=HYPERLINK(""http://www.saude.ba.gov.br/wp-content/uploads/2020/04/boletimEpidemiogicoCovid-19_nº22_17-04-2020.pdf"",""http://www.saude.ba.gov.br/wp-content/uploads/2020/04/boletimEpidemiogicoCovid-19_nº22_17-04-2020.pdf"")"
2020-04-17,CE,https://github.com/luiseduardobr1/covid19-Ceara/blob/master/boletins/integrasus-17_04_2020.pdf e https://github.com/luiseduardobr1/covid19-Ceara/blob/master/integraSUS_Municipios_CE/municipios_2020-04-17_22_06_00.csv
2020-04-17,DF,
2020-04-17,ES,dados extraídos do csv do painel
2020-04-17,GO,
2020-04-17,MA,
2020-04-17,MG,"Município de Formiga não aparece neste boletim, apesar de ter 2 casos registrados nos boletins de 16/04. O boletim não informa o motivo dessa alteração. Dado do boletim anterior mantido conforme informação oficial. Já Governador Valadares e Nova Lima tiveram, de ontem para hoje, redução de 1 caso confirmado em cada cidade."
2020-04-17,MS,
2020-04-17,MT,
2020-04-17,PA,6 óbitos
2020-04-17,PA,70 casos com município
2020-04-17,PA,Totalização do dia - Dash 20:19
2020-04-17,PB,
2020-04-17,PE,
2020-04-17,PI,
2020-04-17,PI,
2020-04-17,PR,
2020-04-17,RJ,OK
2020-04-17,RN,Boletim com dados do dia 17 (publicado dia 18)
2020-04-17,RO,Obs. boletim alterou um caso de Alto Paraíso para Buriti. Foi corrigido os dados do dia 16.
2020-04-17,RR,
2020-04-17,RS,
2020-04-17,SC,"Houve diminuição de um caso em Chapecó e um em Navegantes, sem explicação no boletim."
2020-04-17,SE,
2020-04-17,SP,
2020-04-17,TO,
2020-04-16,AC,Link da notícia da morte: https://agencia.ac.gov.br/sesacre-anuncia-a-5a-morte-por-coronavirus-no-acre/
2020-04-16,AL,
2020-04-16,AM,
2020-04-16,AP,
2020-04-16,AP,
2020-04-16,BA,atualização do total de casos sem detalhamento por município
2020-04-16,BA,atualização sobre 32º óbito
2020-04-16,BA,atualização sobre 33º óbito
2020-04-16,BA,http://www.saude.ba.gov.br/wp-content/uploads/2020/04/boletimEpidemiogicoCovid-19_n%C2%BA21_16-04-2020.pdf
2020-04-16,CE,"https://github.com/luiseduardobr1/covid19-Ceara/blob/master/boletins/integrasus-16_04_2020.pdf e https://github.com/luiseduardobr1/covid19-Ceara/blob/master/integraSUS_Municipios_CE/municipios_2020-04-16_19_11_35.csv / Há uma diferença entre o valor geral e o somatório por municípios, pois o sistema incluiu a cidade do RJ. "
2020-04-16,DF,
2020-04-16,ES,dados extraídos do csv do painel
2020-04-16,GO,
2020-04-16,MA,
2020-04-16,MG,"Município de Matias Barbosa não aparece neste boletim, apesar de ter 1 caso registrado nos boletins de 14 e 15/04. O boletim não informa o motivo dessa alteração. Dado do boletim anterior mantido conforme informação oficial. "
2020-04-16,MS,
2020-04-16,MT,
2020-04-16,PA,Cinco óbitos
2020-04-16,PA,70 casos com município
2020-04-16,PA,Totalização do dia
2020-04-16,PB,
2020-04-16,PE,
2020-04-16,PI,
2020-04-16,PI,
2020-04-16,PR,"Alteração em Cascavel, 60 para 59 confirmados. Fazenda Rio Grande 7 para 5 confirmados. Paiçandu com 0 para consistência no histórico. São João do Caiuá passou a ter 0."
2020-04-16,RJ,
2020-04-16,RN,Boletim com dados do dia 16 (publicado dia 17)
2020-04-16,RO,
2020-04-16,RR,
2020-04-16,RS,
2020-04-16,SC,"O óbito contabilizado como Balneário Camboriú no boletim do dia 15 de abril passou para Camboriú, após confirmação do local de residência do paciente. Dois casos de Balneário Camboriú diminuiram sem explicação no boletim. "
2020-04-16,SE,
2020-04-16,SP,Porto Alegre somei ao numero de importados/Indefinidos por hora
2020-04-16,TO,
2020-04-15,AC,
2020-04-15,AL,http://www.saude.al.gov.br/wp-content/uploads/2020/04/Informe-COVID-19-nº-40-15-DE-ABRIL-16h59.pdf
2020-04-15,AM,
2020-04-15,AP,
2020-04-15,AP,
2020-04-15,BA,atualização do total de casos sem detalhamento por município
2020-04-15,BA,http://www.saude.ba.gov.br/wp-content/uploads/2020/04/boletimEpidemiogicoCovid-19_n%C2%BA20_15-04-2020.pdf
2020-04-15,CE,https://github.com/luiseduardobr1/covid19-Ceara/blob/master/boletins/integrasus-15_04_2020.pdf e https://github.com/luiseduardobr1/covid19-Ceara/blob/master/integraSUS_Municipios_CE/municipios_2020-04-15_17_57_59.csv
2020-04-15,DF,
2020-04-15,ES,fim dos boletins; painel de PowerBI criado
2020-04-15,GO,
2020-04-15,MA,
2020-04-15,MG,
2020-04-15,MS,
2020-04-15,MT,
2020-04-15,PA,Totalização do dia
2020-04-15,PA,Detalhes novos casos nos municípios
2020-04-15,PB,
2020-04-15,PE,
2020-04-15,PI,
2020-04-15,PR,"Alteração em Londrina, 75 para 74 confirmados. Paiçandu com 0 para consistência no histórico."
2020-04-15,RJ,OK
2020-04-15,RN,Boletim com dados do dia 15 (publicado dia 16)
2020-04-15,RO,
2020-04-15,RR,
2020-04-15,RS,
2020-04-15,SC,"Santa Rosa de Lima teve seus casos zerados sem justificativa no boletim. Houve diminuição de dois casos em Itajaí e um caso em Jaraguá do Sul, também sem explicação."
2020-04-15,SE,
2020-04-15,SP,
2020-04-15,TO,"Araguaína descartou um caso. O paciente foi inicialmente diagnosticado com Covid-19, ao refazerem o exame testou negativo para Covid-19 e positivo para Influenza B."
2020-04-14,AC,
2020-04-14,AL,
2020-04-14,AM,
2020-04-14,AP,
2020-04-14,AP,
2020-04-14,BA,atualização do total de casos sem detalhamento por município
2020-04-14,BA,atualização do número de óbitos
2020-04-14,BA,http://www.saude.ba.gov.br/wp-content/uploads/2020/04/boletimEpidemiogicoCovid-19_n%C2%BA19_14-04-2020.pdf
2020-04-14,BA,atualização sobre 26º óbito
2020-04-14,CE,https://github.com/luiseduardobr1/covid19-Ceara/blob/master/boletins/integrasus-14_04_2020.pdf e https://github.com/luiseduardobr1/covid19-Ceara/blob/master/integraSUS_Municipios_CE/municipios_2020-04-14_18_08_24.csv
2020-04-14,DF,
2020-04-14,ES,
2020-04-14,GO,
2020-04-14,MA,
2020-04-14,MG,"Município de Espinosa, que tinha 1 caso nos boletins de 12 e 13/04, deixa de aparecer. O boletim não informa o motivo dessa alteração. Dados dos boletins anteriores mantidos conforme informação oficial."
2020-04-14,MS,
2020-04-14,MT,
2020-04-14,PA,3 óbitos
2020-04-14,PA,4 óbitos
2020-04-14,PA,Mais 74 casos 
2020-04-14,PA,Totalização do dia
2020-04-14,PB,
2020-04-14,PE,
2020-04-14,PI,
2020-04-14,PR,
2020-04-14,RJ,OK
2020-04-14,RN,Boletim com dados do dia 14 (publicado no dia 15)
2020-04-14,RO,Não foi publicado boletim no dia 13
2020-04-14,RR,
2020-04-14,RS,
2020-04-14,SC,"Há diminuição de um caso em Caçador, sem explicação no boletim."
2020-04-14,SE,
2020-04-14,SP,
2020-04-14,TO,
2020-04-13,AC,
2020-04-13,AL,
2020-04-13,AM,
2020-04-13,AP,
2020-04-13,BA,sem detalhamento dos casos confirmados por município
2020-04-13,BA,http://www.saude.ba.gov.br/wp-content/uploads/2020/04/boletimEpidemiogicoCovid-19_n18_13-04-2020.pdf
2020-04-13,CE,https://github.com/luiseduardobr1/covid19-Ceara/blob/master/boletins/integrasus-13_04_2020.pdf e https://github.com/luiseduardobr1/covid19-Ceara/blob/master/integraSUS_Municipios_CE/municipios_2020-04-13_18_42_42.csv
2020-04-13,DF,
2020-04-13,ES,
2020-04-13,GO,
2020-04-13,MA,
2020-04-13,MG,Houve redução de casos em Santo Antonio do Monte (de 4 no boletim anterior para 3 no atual). O boletim não informa o motivo dessa alteração. Dado do boletim anterior mantido conforme informação oficial.
2020-04-13,MS,
2020-04-13,MT,
2020-04-13,PA,Novos casos
2020-04-13,PA,Total do estado
2020-04-13,PB,
2020-04-13,PE,
2020-04-13,PI,https://g1.globo.com/pi/piaui/noticia/2020/04/13/idoso-de-63-anos-morre-com-covid-19-e-e-o-8o-obito-por-coronavirus-no-piaui.ghtml
2020-04-13,PR,"Três casos confirmados em Curitiba foram transferidos. Dois para o município de São José dos Pinhais e um para o município de Colombo. Um caso confirmado de Londrina foi transferido para o município de Marumbi e um caso confirmado em Paiçandu foi transferido para o município de Maringá. De acordo com as investigações, foi confirmado que os pacientes residiam em municípios diferentes de onde foram notificados inicialmente."
2020-04-13,RJ,OK
2020-04-13,RN,Boletim com dados do dia 13 publicado no dia 14. A explicação é que havia inconsistências e não deu pra avaliar dia 13. Corrigiram São José de Mipibu.
2020-04-13,RR,
2020-04-13,RS,
2020-04-13,SC,"Houve diminuição de um caso de Ituporanga, sem explicação no Boletim."
2020-04-13,SE,
2020-04-13,SP,
2020-04-13,TO,
2020-04-12,AC,
2020-04-12,AL,http://www.saude.al.gov.br/wp-content/uploads/2020/04/Informe-COVID-19-nº-37-12-DE-ABRIL_atualizado-15h40.pdf
2020-04-12,AM,
2020-04-12,AP,
2020-04-12,BA,http://www.saude.ba.gov.br/wp-content/uploads/2020/04/boletimEpidemiogicoCovid-19_n%C2%BA17_12-04-2020-pedro.pdf
2020-04-12,CE,https://github.com/luiseduardobr1/covid19-Ceara/blob/master/boletins/integrasus-12_04_2020.pdf e https://github.com/luiseduardobr1/covid19-Ceara/blob/master/integraSUS_Municipios_CE/municipios_2020-04-12_17_57_51.csv
2020-04-12,DF,
2020-04-12,ES,
2020-04-12,GO,
2020-04-12,MA,
2020-04-12,MG,
2020-04-12,MS,
2020-04-12,MT,
2020-04-12,PA,Mais dois óbitos
2020-04-12,PA,Mais 14 casos
2020-04-12,PA,Masi um óbito
2020-04-12,PA,Mais 8 casos
2020-04-12,PA,Total do estado
2020-04-12,PB,
2020-04-12,PE,
2020-04-12,PI,
2020-04-12,PI,
2020-04-12,PR,
2020-04-12,RJ,OK
2020-04-12,RN,Cerro Corá apresenta um óbito mesmo sem nenhum caso.
2020-04-12,RN,"Boletim publicado na segunda com dados do domingo. Corrigiram Cerro Corá, mas omitiram os casos de São José de Mipibu"
2020-04-12,RO,
2020-04-12,RR,
2020-04-12,RS,
2020-04-12,SC,Um caso que até este sábado estava contabilizado como Botuverá passou para Brusque em função da confirmação do local de residência do paciente.
2020-04-12,SP,
2020-04-12,TO,
2020-04-11,AC,
2020-04-11,AL,http://www.saude.al.gov.br/wp-content/uploads/2020/04/Informe-COVID-19-nº-36-11-DE-ABRIL.pdf
2020-04-11,AM,
2020-04-11,AP,
2020-04-11,AP,
2020-04-11,BA,http://www.saude.ba.gov.br/wp-content/uploads/2020/04/boletimEpidemiogicoCovid-19_n%C2%BA16_11-04-2020.pdf
2020-04-11,CE,https://github.com/luiseduardobr1/covid19-Ceara/blob/master/boletins/integrasus_2020-04-11.pdf e https://github.com/luiseduardobr1/covid19-Ceara/blob/master/integraSUS_Municipios_CE/municipios_2020-04-11_18_52_19.csv
2020-04-11,DF,
2020-04-11,ES,
2020-04-11,GO,
2020-04-11,MA,
2020-04-11,MG,
2020-04-11,MS,
2020-04-11,MT,
2020-04-11,PA,Um óbito
2020-04-11,PA,Um óbito
2020-04-11,PA,Mais 19 casos
2020-04-11,PA,Mais 1 caso
2020-04-11,PA,Retificação do município de um óbito
